"software_id","software_name","task_id","task_name","metric","sum","unit","type","uri","branch","filename","phase","machine_id","machine_name","created_at","run_id","run_created_at"
27,"brotli",105,"Compress 10 MB","custom_compressed_mb_sci_global",8729,"ugCO2e/MB","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-brotli.yml","Compress 10 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","8e93a8d2-60b0-4831-905b-764b68257bc7","2026-05-28 08:28:35.053585+02"
27,"brotli",105,"Compress 10 MB","phase_time_syscall_system",21341017,"us","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-brotli.yml","Compress 10 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","8e93a8d2-60b0-4831-905b-764b68257bc7","2026-05-28 08:28:35.053585+02"
27,"brotli",105,"Compress 10 MB","psu_energy_ac_mcp_machine",736431889,"uJ","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-brotli.yml","Compress 10 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","8e93a8d2-60b0-4831-905b-764b68257bc7","2026-05-28 08:28:35.053585+02"
27,"brotli",106,"Compress 100 MB","cpu_energy_rapl_msr_component",3019303557,"uJ","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-brotli.yml","Compress 100 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","8e93a8d2-60b0-4831-905b-764b68257bc7","2026-05-28 08:28:35.053585+02"
27,"brotli",106,"Compress 100 MB","custom_compressed_mb",100,"MB","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-brotli.yml","Compress 100 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","8e93a8d2-60b0-4831-905b-764b68257bc7","2026-05-28 08:28:35.053585+02"
27,"brotli",106,"Compress 100 MB","custom_compressed_mb_sci_global",8704,"ugCO2e/MB","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-brotli.yml","Compress 100 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","8e93a8d2-60b0-4831-905b-764b68257bc7","2026-05-28 08:28:35.053585+02"
27,"brotli",106,"Compress 100 MB","phase_time_syscall_system",213218217,"us","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-brotli.yml","Compress 100 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","8e93a8d2-60b0-4831-905b-764b68257bc7","2026-05-28 08:28:35.053585+02"
27,"brotli",106,"Compress 100 MB","psu_energy_ac_mcp_machine",7335557715,"uJ","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-brotli.yml","Compress 100 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","8e93a8d2-60b0-4831-905b-764b68257bc7","2026-05-28 08:28:35.053585+02"
27,"brotli",107,"Uncompress 1 MB","cpu_energy_rapl_msr_component",3201110,"uJ","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-brotli.yml","Uncompress 1 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","8e93a8d2-60b0-4831-905b-764b68257bc7","2026-05-28 08:28:35.053585+02"
27,"brotli",107,"Uncompress 1 MB","custom_uncompressed_mb",1,"MB","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-brotli.yml","Uncompress 1 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","8e93a8d2-60b0-4831-905b-764b68257bc7","2026-05-28 08:28:35.053585+02"
27,"brotli",107,"Uncompress 1 MB","custom_uncompressed_mb_sci_global",900,"ugCO2e/MB","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-brotli.yml","Uncompress 1 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","8e93a8d2-60b0-4831-905b-764b68257bc7","2026-05-28 08:28:35.053585+02"
27,"brotli",107,"Uncompress 1 MB","phase_time_syscall_system",208949,"us","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-brotli.yml","Uncompress 1 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","8e93a8d2-60b0-4831-905b-764b68257bc7","2026-05-28 08:28:35.053585+02"
27,"brotli",107,"Uncompress 1 MB","psu_energy_ac_mcp_machine",7788598,"uJ","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-brotli.yml","Uncompress 1 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","8e93a8d2-60b0-4831-905b-764b68257bc7","2026-05-28 08:28:35.053585+02"
27,"brotli",108,"Uncompress 10 MB","cpu_energy_rapl_msr_component",2895689,"uJ","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-brotli.yml","Uncompress 10 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","8e93a8d2-60b0-4831-905b-764b68257bc7","2026-05-28 08:28:35.053585+02"
27,"brotli",108,"Uncompress 10 MB","custom_uncompressed_mb",10,"MB","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-brotli.yml","Uncompress 10 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","8e93a8d2-60b0-4831-905b-764b68257bc7","2026-05-28 08:28:35.053585+02"
27,"brotli",108,"Uncompress 10 MB","custom_uncompressed_mb_sci_global",101,"ugCO2e/MB","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-brotli.yml","Uncompress 10 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","8e93a8d2-60b0-4831-905b-764b68257bc7","2026-05-28 08:28:35.053585+02"
27,"brotli",108,"Uncompress 10 MB","phase_time_syscall_system",251131,"us","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-brotli.yml","Uncompress 10 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","8e93a8d2-60b0-4831-905b-764b68257bc7","2026-05-28 08:28:35.053585+02"
27,"brotli",108,"Uncompress 10 MB","psu_energy_ac_mcp_machine",8402631,"uJ","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-brotli.yml","Uncompress 10 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","8e93a8d2-60b0-4831-905b-764b68257bc7","2026-05-28 08:28:35.053585+02"
27,"brotli",109,"Uncompress 100 MB","cpu_energy_rapl_msr_component",6712582,"uJ","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-brotli.yml","Uncompress 100 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","8e93a8d2-60b0-4831-905b-764b68257bc7","2026-05-28 08:28:35.053585+02"
27,"brotli",109,"Uncompress 100 MB","custom_uncompressed_mb",100,"MB","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-brotli.yml","Uncompress 100 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","8e93a8d2-60b0-4831-905b-764b68257bc7","2026-05-28 08:28:35.053585+02"
27,"brotli",109,"Uncompress 100 MB","custom_uncompressed_mb_sci_global",22,"ugCO2e/MB","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-brotli.yml","Uncompress 100 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","8e93a8d2-60b0-4831-905b-764b68257bc7","2026-05-28 08:28:35.053585+02"
27,"brotli",109,"Uncompress 100 MB","phase_time_syscall_system",541344,"us","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-brotli.yml","Uncompress 100 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","8e93a8d2-60b0-4831-905b-764b68257bc7","2026-05-28 08:28:35.053585+02"
27,"brotli",109,"Uncompress 100 MB","psu_energy_ac_mcp_machine",18705046,"uJ","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-brotli.yml","Uncompress 100 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","8e93a8d2-60b0-4831-905b-764b68257bc7","2026-05-28 08:28:35.053585+02"
45,"Browser Animation Rendering Cost (CSS vs JS)",194,"CSS Animation - Clean (Run Only)","cpu_energy_rapl_msr_component",144931974,"uJ","TOTAL","https://github.com/green-coding-solutions/green-ai-training","main","benchmarks/browser/animation/usage_scenario-css.yml","Run animation for 20 seconds",12,"GUI Applications (DVFS OFF, TB OFF, HT OFF) - TX1330 M3 [PREMIUM]","2026-09-07 12:02:50.261091+02","58ee50a2-7110-4418-beea-df6ffba5425a","2026-06-11 10:11:49.917623+02"
45,"Browser Animation Rendering Cost (CSS vs JS)",194,"CSS Animation - Clean (Run Only)","phase_time_syscall_system",20162046,"us","TOTAL","https://github.com/green-coding-solutions/green-ai-training","main","benchmarks/browser/animation/usage_scenario-css.yml","Run animation for 20 seconds",12,"GUI Applications (DVFS OFF, TB OFF, HT OFF) - TX1330 M3 [PREMIUM]","2026-09-07 12:02:50.261091+02","58ee50a2-7110-4418-beea-df6ffba5425a","2026-06-11 10:11:49.917623+02"
45,"Browser Animation Rendering Cost (CSS vs JS)",194,"CSS Animation - Clean (Run Only)","psu_energy_ac_mcp_machine",763975964,"uJ","TOTAL","https://github.com/green-coding-solutions/green-ai-training","main","benchmarks/browser/animation/usage_scenario-css.yml","Run animation for 20 seconds",12,"GUI Applications (DVFS OFF, TB OFF, HT OFF) - TX1330 M3 [PREMIUM]","2026-09-07 12:02:50.261091+02","58ee50a2-7110-4418-beea-df6ffba5425a","2026-06-11 10:11:49.917623+02"
45,"Browser Animation Rendering Cost (CSS vs JS)",195,"CSS Animation [ALL]","cpu_energy_rapl_msr_component",146608609,"uJ","TOTAL","https://github.com/green-coding-solutions/green-ai-training","main","benchmarks/browser/animation/usage_scenario-css.yml","[RUNTIME]",12,"GUI Applications (DVFS OFF, TB OFF, HT OFF) - TX1330 M3 [PREMIUM]","2026-09-07 12:02:50.261091+02","58ee50a2-7110-4418-beea-df6ffba5425a","2026-06-11 10:11:49.917623+02"
45,"Browser Animation Rendering Cost (CSS vs JS)",195,"CSS Animation [ALL]","custom_animation_frames",1367,"Frames rendered","TOTAL","https://github.com/green-coding-solutions/green-ai-training","main","benchmarks/browser/animation/usage_scenario-css.yml","[RUNTIME]",12,"GUI Applications (DVFS OFF, TB OFF, HT OFF) - TX1330 M3 [PREMIUM]","2026-09-07 12:02:50.261091+02","58ee50a2-7110-4418-beea-df6ffba5425a","2026-06-11 10:11:49.917623+02"
45,"Browser Animation Rendering Cost (CSS vs JS)",195,"CSS Animation [ALL]","custom_animation_frames_sci_global",1,"ugCO2e/Frames rendered","TOTAL","https://github.com/green-coding-solutions/green-ai-training","main","benchmarks/browser/animation/usage_scenario-css.yml","[RUNTIME]",12,"GUI Applications (DVFS OFF, TB OFF, HT OFF) - TX1330 M3 [PREMIUM]","2026-09-07 12:02:50.261091+02","58ee50a2-7110-4418-beea-df6ffba5425a","2026-06-11 10:11:49.917623+02"
45,"Browser Animation Rendering Cost (CSS vs JS)",195,"CSS Animation [ALL]","phase_time_syscall_system",20388617,"us","TOTAL","https://github.com/green-coding-solutions/green-ai-training","main","benchmarks/browser/animation/usage_scenario-css.yml","[RUNTIME]",12,"GUI Applications (DVFS OFF, TB OFF, HT OFF) - TX1330 M3 [PREMIUM]","2026-09-07 12:02:50.261091+02","58ee50a2-7110-4418-beea-df6ffba5425a","2026-06-11 10:11:49.917623+02"
45,"Browser Animation Rendering Cost (CSS vs JS)",195,"CSS Animation [ALL]","psu_energy_ac_mcp_machine",771614268,"uJ","TOTAL","https://github.com/green-coding-solutions/green-ai-training","main","benchmarks/browser/animation/usage_scenario-css.yml","[RUNTIME]",12,"GUI Applications (DVFS OFF, TB OFF, HT OFF) - TX1330 M3 [PREMIUM]","2026-09-07 12:02:50.261091+02","58ee50a2-7110-4418-beea-df6ffba5425a","2026-06-11 10:11:49.917623+02"
45,"Browser Animation Rendering Cost (CSS vs JS)",196,"JS Animation - Clean (Run Only)","cpu_energy_rapl_msr_component",161466336,"uJ","TOTAL","https://github.com/green-coding-solutions/green-ai-training","main","benchmarks/browser/animation/usage_scenario-js.yml","Run animation for 20 seconds",12,"GUI Applications (DVFS OFF, TB OFF, HT OFF) - TX1330 M3 [PREMIUM]","2026-09-07 12:02:50.261091+02","4a2085fd-6f43-4f26-a3ee-2a6fcd7db594","2026-06-11 10:17:56.409504+02"
45,"Browser Animation Rendering Cost (CSS vs JS)",196,"JS Animation - Clean (Run Only)","phase_time_syscall_system",20166331,"us","TOTAL","https://github.com/green-coding-solutions/green-ai-training","main","benchmarks/browser/animation/usage_scenario-js.yml","Run animation for 20 seconds",12,"GUI Applications (DVFS OFF, TB OFF, HT OFF) - TX1330 M3 [PREMIUM]","2026-09-07 12:02:50.261091+02","4a2085fd-6f43-4f26-a3ee-2a6fcd7db594","2026-06-11 10:17:56.409504+02"
45,"Browser Animation Rendering Cost (CSS vs JS)",196,"JS Animation - Clean (Run Only)","psu_energy_ac_mcp_machine",789857509,"uJ","TOTAL","https://github.com/green-coding-solutions/green-ai-training","main","benchmarks/browser/animation/usage_scenario-js.yml","Run animation for 20 seconds",12,"GUI Applications (DVFS OFF, TB OFF, HT OFF) - TX1330 M3 [PREMIUM]","2026-09-07 12:02:50.261091+02","4a2085fd-6f43-4f26-a3ee-2a6fcd7db594","2026-06-11 10:17:56.409504+02"
45,"Browser Animation Rendering Cost (CSS vs JS)",197,"JS Animation [ALL]","cpu_energy_rapl_msr_component",163063503,"uJ","TOTAL","https://github.com/green-coding-solutions/green-ai-training","main","benchmarks/browser/animation/usage_scenario-js.yml","[RUNTIME]",12,"GUI Applications (DVFS OFF, TB OFF, HT OFF) - TX1330 M3 [PREMIUM]","2026-09-07 12:02:50.261091+02","4a2085fd-6f43-4f26-a3ee-2a6fcd7db594","2026-06-11 10:17:56.409504+02"
45,"Browser Animation Rendering Cost (CSS vs JS)",197,"JS Animation [ALL]","custom_animation_frames",1366,"Frames rendered","TOTAL","https://github.com/green-coding-solutions/green-ai-training","main","benchmarks/browser/animation/usage_scenario-js.yml","[RUNTIME]",12,"GUI Applications (DVFS OFF, TB OFF, HT OFF) - TX1330 M3 [PREMIUM]","2026-09-07 12:02:50.261091+02","4a2085fd-6f43-4f26-a3ee-2a6fcd7db594","2026-06-11 10:17:56.409504+02"
45,"Browser Animation Rendering Cost (CSS vs JS)",197,"JS Animation [ALL]","custom_animation_frames_sci_global",1,"ugCO2e/Frames rendered","TOTAL","https://github.com/green-coding-solutions/green-ai-training","main","benchmarks/browser/animation/usage_scenario-js.yml","[RUNTIME]",12,"GUI Applications (DVFS OFF, TB OFF, HT OFF) - TX1330 M3 [PREMIUM]","2026-09-07 12:02:50.261091+02","4a2085fd-6f43-4f26-a3ee-2a6fcd7db594","2026-06-11 10:17:56.409504+02"
45,"Browser Animation Rendering Cost (CSS vs JS)",197,"JS Animation [ALL]","phase_time_syscall_system",20402830,"us","TOTAL","https://github.com/green-coding-solutions/green-ai-training","main","benchmarks/browser/animation/usage_scenario-js.yml","[RUNTIME]",12,"GUI Applications (DVFS OFF, TB OFF, HT OFF) - TX1330 M3 [PREMIUM]","2026-09-07 12:02:50.261091+02","4a2085fd-6f43-4f26-a3ee-2a6fcd7db594","2026-06-11 10:17:56.409504+02"
45,"Browser Animation Rendering Cost (CSS vs JS)",197,"JS Animation [ALL]","psu_energy_ac_mcp_machine",798545132,"uJ","TOTAL","https://github.com/green-coding-solutions/green-ai-training","main","benchmarks/browser/animation/usage_scenario-js.yml","[RUNTIME]",12,"GUI Applications (DVFS OFF, TB OFF, HT OFF) - TX1330 M3 [PREMIUM]","2026-09-07 12:02:50.261091+02","4a2085fd-6f43-4f26-a3ee-2a6fcd7db594","2026-06-11 10:17:56.409504+02"
26,"bzip2",96,"Compress/Uncompress [ALL]","cpu_energy_rapl_msr_component",186479122,"uJ","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-bzip2.yml","[RUNTIME]",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","f1479db0-c453-4aaa-9116-e137621fad07","2026-05-27 13:18:37.149148+02"
26,"bzip2",96,"Compress/Uncompress [ALL]","custom_compressed_mb",111,"MB","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-bzip2.yml","[RUNTIME]",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","f1479db0-c453-4aaa-9116-e137621fad07","2026-05-27 13:18:37.149148+02"
26,"bzip2",96,"Compress/Uncompress [ALL]","custom_compressed_mb_sci_global",1062,"ugCO2e/MB","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-bzip2.yml","[RUNTIME]",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","f1479db0-c453-4aaa-9116-e137621fad07","2026-05-27 13:18:37.149148+02"
26,"bzip2",96,"Compress/Uncompress [ALL]","custom_uncompressed_mb",111,"MB","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-bzip2.yml","[RUNTIME]",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","f1479db0-c453-4aaa-9116-e137621fad07","2026-05-27 13:18:37.149148+02"
26,"bzip2",96,"Compress/Uncompress [ALL]","custom_uncompressed_mb_sci_global",828,"ugCO2e/MB","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-bzip2.yml","[RUNTIME]",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","f1479db0-c453-4aaa-9116-e137621fad07","2026-05-27 13:18:37.149148+02"
26,"bzip2",96,"Compress/Uncompress [ALL]","phase_time_syscall_system",13187563,"us","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-bzip2.yml","[RUNTIME]",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","f1479db0-c453-4aaa-9116-e137621fad07","2026-05-27 13:18:37.149148+02"
26,"bzip2",96,"Compress/Uncompress [ALL]","psu_energy_ac_mcp_machine",449000704,"uJ","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-bzip2.yml","[RUNTIME]",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","f1479db0-c453-4aaa-9116-e137621fad07","2026-05-27 13:18:37.149148+02"
26,"bzip2",97,"Compress 1 MB","cpu_energy_rapl_msr_component",3515745,"uJ","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-bzip2.yml","Compress 1 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","f1479db0-c453-4aaa-9116-e137621fad07","2026-05-27 13:18:37.149148+02"
26,"bzip2",97,"Compress 1 MB","custom_compressed_mb",1,"MB","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-bzip2.yml","Compress 1 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","f1479db0-c453-4aaa-9116-e137621fad07","2026-05-27 13:18:37.149148+02"
26,"bzip2",97,"Compress 1 MB","custom_compressed_mb_sci_global",665,"ugCO2e/MB","TOTAL","https://github.com/green-coding-solutions/SEBOM","main","compression/usage_scenario-bzip2.yml","Compress 1 MB",13,"High Performance (DVFS OFF, TB OFF, HT OFF) - TX1330 M4 [PREMIUM]","2026-06-02 13:59:05.949992+02","f1479db0-c453-4aaa-9116-e137621fad07","2026-05-27 13:18:37.149148+02"
